"","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9"
"1010","No_dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
"1011","Dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
"1012","No_dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
"1013","Dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
"1014","No_dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
"1015","Dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
"1016","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
"1017","Dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
"1018","No_dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
"1019","Dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
"1020","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
"1021","Dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
"1022","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
"1023","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
"1024","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Media","Pocas_salidas","Foraneo"
"1025","Dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1026","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1027","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1028","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1029","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1030","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1031","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1032","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1033","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1034","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1035","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1036","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1037","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1038","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1039","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1040","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Media","Pocas_salidas","Foraneo"
"1041","Dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1042","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1043","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1044","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1045","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1046","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1047","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1048","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1049","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1050","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1051","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1052","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1053","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1054","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1055","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1056","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Media","Pocas_salidas","Foraneo"
"1057","Dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1058","No_dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1059","Dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1060","No_dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1061","Dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1062","No_dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1063","Dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1064","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1065","Dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1066","No_dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1067","Dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1068","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1069","Dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1070","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1071","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1072","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Baja","Pocas_salidas","Foraneo"
"1073","Dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1074","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1075","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1076","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1077","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1078","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1079","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1080","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1081","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1082","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1083","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1084","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1085","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1086","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1087","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1088","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Baja","Pocas_salidas","Foraneo"
"1089","Dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1090","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1091","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1092","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1093","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1094","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1095","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1096","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1097","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1098","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1099","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1100","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1101","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1102","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1103","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1104","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Foraneo"
"1105","Dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1106","No_dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1107","Dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1108","No_dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1109","Dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1110","No_dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1111","Dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1112","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1113","Dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1114","No_dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1115","Dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1116","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1117","Dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1118","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1119","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1120","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Foraneo"
"1121","Dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1122","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1123","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1124","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1125","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1126","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1127","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1128","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1129","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1130","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1131","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1132","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1133","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1134","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1135","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1136","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Foraneo"
"1137","Dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
"1138","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
"1139","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
"1140","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
"1141","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
"1142","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
"1143","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
"1144","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
"1145","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
"1146","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
"1147","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
"1148","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
"1149","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
"1150","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
"1151","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
"1152","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Foraneo"
